,VideoId,True labels,Pred labels,Confidence
36,yM8l,[453 857],"[20, 22, 32, 11, 29, 112, 122, 123, 26, 211]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9994955, 0.99852365, 0.9977194, 0.9961481, 0.99569994]"
37,aZ8l,[ 3  4  9 10 34],"[9, 10, 37, 34, 4, 6, 13, 3, 54, 168]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999976, 0.99989164]"
38,Z88l,[ 5 16],"[5, 16, 1, 0, 15, 136, 81, 190, 35, 140]","[0.9999858, 0.99989426, 0.99895024, 0.99880505, 0.9935163, 0.99121666, 0.9884844, 0.9860755, 0.98431635, 0.979743]"
39,Cp8l,[386],"[8, 22, 51, 32, 20, 11, 340, 201, 49, 77]","[0.998359, 0.99260175, 0.9903065, 0.9832912, 0.9780954, 0.9695535, 0.96821654, 0.96572864, 0.9640619, 0.9630547]"
40,In8l,[ 24 146 158 279],"[23, 24, 21, 73, 74, 26, 131, 684, 115, 209]","[1.0, 1.0, 1.0, 0.99998605, 0.9998722, 0.9993119, 0.998728, 0.99699074, 0.996848, 0.99640095]"
41,ba8l,[0 8],"[0, 52, 12, 70, 8, 91, 68, 98, 79, 72]","[1.0, 0.9999945, 0.99997914, 0.99997044, 0.9999657, 0.99933577, 0.99871874, 0.9981937, 0.99749035, 0.99637514]"
42,I88l,[ 3 41],"[8, 41, 14, 54, 3, 99, 324, 465, 419, 206]","[0.99999964, 0.9999992, 0.99973273, 0.99922705, 0.9980235, 0.9895669, 0.9888574, 0.98733443, 0.9849901, 0.9838468]"
43,Mu8l,[ 39  50 493 503],"[11, 39, 50, 65, 32, 20, 207, 22, 66, 233]","[0.9999634, 0.99994826, 0.9999453, 0.99985856, 0.99927557, 0.9987947, 0.99868417, 0.9986476, 0.99849296, 0.99769497]"
44,HC8l,[6 8],"[8, 7, 30, 89, 35, 751, 52, 41, 12, 160]","[0.99953544, 0.9990444, 0.9963956, 0.99420756, 0.99030024, 0.9796002, 0.97857904, 0.97012603, 0.96864605, 0.9606685]"
45,Qh8l,[ 5 16],"[5, 16, 49, 103, 80, 8, 136, 118, 190, 204]","[0.99999964, 0.99999964, 0.99981385, 0.9977317, 0.99630296, 0.9952277, 0.9931639, 0.98979497, 0.98868686, 0.98849857]"
46,Ys8l,[61],"[21, 24, 74, 17, 2, 23, 187, 11, 30, 73]","[0.99980325, 0.9997158, 0.99959004, 0.99923176, 0.9990223, 0.99770784, 0.99736655, 0.99712384, 0.9944585, 0.9940578]"
47,198l,[  0   1  35  69 478],"[0, 1, 36, 27, 94, 35, 111, 12, 153, 11]","[1.0, 0.99999964, 0.9994595, 0.9992583, 0.9987531, 0.9981377, 0.995852, 0.9948828, 0.99138165, 0.9913515]"
48,iG8l,[3],"[32, 8, 16, 14, 11, 6, 20, 22, 190, 30]","[0.97451603, 0.97433215, 0.9719262, 0.9675653, 0.9661031, 0.9441354, 0.9310055, 0.92041445, 0.9014693, 0.8933969]"
49,BH8l,[ 88 364 388],"[27, 0, 88, 1, 49, 15, 18, 35, 153, 30]","[0.9993018, 0.9978925, 0.99182737, 0.9880588, 0.9830839, 0.9824697, 0.97984385, 0.9770566, 0.97496575, 0.96780825]"
50,JR8l,[269],"[50, 39, 65, 121, 202, 207, 233, 156, 66, 14]","[0.99992, 0.9996407, 0.9993905, 0.9983877, 0.9981307, 0.99574554, 0.9942272, 0.9897819, 0.98584265, 0.9807764]"
51,4t8l,[  0   1  36 142 367],"[0, 153, 1, 132, 36, 142, 27, 94, 35, 147]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99999905, 0.99999774]"
52,v48l,[422 485],"[80, 202, 49, 39, 265, 156, 233, 207, 50, 121]","[0.9974944, 0.99624765, 0.9925112, 0.991469, 0.9877318, 0.98533475, 0.9815067, 0.9774374, 0.9757072, 0.97249776]"
53,Rt8l,[ 11  29  32 368],"[20, 32, 11, 29, 22, 112, 122, 123, 426, 211]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99999964, 0.99999857, 0.99998784, 0.9999505, 0.99990904]"
54,Ec8l,[  1  99 518],"[0, 1, 27, 36, 35, 94, 153, 142, 85, 11]","[1.0, 1.0, 0.9999341, 0.9998225, 0.9998188, 0.99816406, 0.9978211, 0.9969342, 0.9947373, 0.99263406]"
55,VX8l,[154 263],"[154, 263, 7, 14, 0, 91, 30, 181, 2, 79]","[1.0, 1.0, 0.9999713, 0.999854, 0.9997519, 0.99965566, 0.9976731, 0.99753565, 0.99730825, 0.9969549]"
56,yf8l,[3 6],"[3, 6, 13, 4, 8, 89, 41, 54, 28, 324]","[1.0, 1.0, 0.9999852, 0.99984086, 0.99984, 0.983708, 0.9808947, 0.97692335, 0.9455328, 0.9383979]"
57,QH8l,[14],"[14, 7, 18, 15, 2, 135, 17, 95, 385, 83]","[0.999935, 0.9997402, 0.99917483, 0.9987729, 0.9980426, 0.9965442, 0.9953286, 0.9878468, 0.9772895, 0.9746602]"
58,fk8l,[0],"[0, 1, 27, 16, 35, 5, 91, 118, 204, 49]","[0.9999757, 0.999894, 0.99796444, 0.9972185, 0.9967387, 0.9864629, 0.9813458, 0.9758588, 0.9727176, 0.9700358]"
59,fP8l,[8],"[35, 8, 103, 100, 50, 698, 350, 18, 253, 161]","[0.99907005, 0.99895203, 0.9988998, 0.9982218, 0.99776673, 0.9977406, 0.99687815, 0.9956838, 0.9930979, 0.993052]"
60,xP8l,[100],"[11, 35, 311, 1, 0, 49, 32, 474, 5, 103]","[0.99720985, 0.9946002, 0.99105895, 0.9902533, 0.98874366, 0.9822048, 0.9814727, 0.9693237, 0.96566397, 0.96066594]"
61,hj8l,[14],"[14, 0, 8, 11, 27, 32, 52, 20, 22, 71]","[0.9986565, 0.99798185, 0.99768066, 0.990989, 0.9853412, 0.9830998, 0.9818783, 0.96881104, 0.9541556, 0.95123166]"
62,2r8l,[6 8],"[8, 0, 5, 27, 12, 16, 35, 11, 153, 463]","[0.9998773, 0.99879944, 0.99644315, 0.9962419, 0.9910626, 0.9879402, 0.9802115, 0.9783393, 0.97637284, 0.9714208]"
63,DP8l,[  2  44  46 107 109 114 138 145 602],"[162, 109, 138, 107, 145, 602, 155, 785, 44, 46]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
64,Th8l,[126 220 276],"[126, 18, 15, 32, 11, 291, 220, 276, 22, 140]","[0.9997202, 0.9994438, 0.99849516, 0.99797857, 0.99723923, 0.9971938, 0.9961835, 0.99440384, 0.9935683, 0.98646134]"
65,4C8l,[3 4 9],"[6, 3, 8, 34, 4, 9, 37, 20, 11, 22]","[0.99970114, 0.99823654, 0.9969448, 0.9856102, 0.98295456, 0.98108363, 0.97603774, 0.9485513, 0.9442638, 0.9360224]"
66,vR8l,[539],"[32, 11, 20, 8, 29, 89, 22, 749, 221, 140]","[0.9995223, 0.99910474, 0.99871933, 0.99318516, 0.9891735, 0.98533547, 0.984452, 0.9811616, 0.9784611, 0.978323]"
67,Fm8l,[  0   1 105 203],"[0, 1, 27, 36, 35, 94, 153, 11, 5, 8]","[0.9999498, 0.99989617, 0.99803996, 0.99398994, 0.98693186, 0.9853103, 0.97913474, 0.97655547, 0.97121257, 0.9675059]"
68,U58l,[3],"[8, 32, 17, 11, 7, 30, 14, 20, 71, 22]","[0.99917006, 0.99140596, 0.98932683, 0.987333, 0.9869169, 0.98589694, 0.98452616, 0.9702107, 0.96782655, 0.9631206]"
69,yV8l,[110],"[11, 22, 17, 15, 18, 20, 8, 32, 79, 92]","[0.98480976, 0.9772712, 0.9704852, 0.96396637, 0.9636559, 0.9613982, 0.9613192, 0.9592495, 0.9539981, 0.95069873]"
70,xX8l,[182 634],"[0, 12, 118, 103, 182, 1, 36, 82, 94, 17]","[0.9998975, 0.9988395, 0.9984967, 0.99834335, 0.9980825, 0.9967115, 0.992895, 0.9926483, 0.9916835, 0.9886384]"
71,qR8l,[  0   1 105 535],"[0, 1, 35, 27, 12, 63, 167, 94, 153, 11]","[0.99999774, 0.999938, 0.99880123, 0.9987239, 0.99497336, 0.992415, 0.98995566, 0.98509824, 0.9832771, 0.9771491]"
72,jU8l,[8],"[0, 8, 35, 350, 103, 91, 12, 134, 68, 98]","[0.9999899, 0.99987656, 0.99904096, 0.9940726, 0.99259365, 0.9917038, 0.9897716, 0.9896632, 0.9894167, 0.989112]"
73,Dh8l,[3 6],"[8, 6, 206, 20, 340, 11, 7, 233, 32, 781]","[0.9999986, 0.99974877, 0.9853666, 0.98089755, 0.97628117, 0.96983755, 0.9635605, 0.9624879, 0.95709956, 0.9557377]"
74,d98l,[  8 110],"[8, 98, 68, 18, 72, 15, 7, 291, 240, 140]","[0.999997, 0.9991536, 0.99860406, 0.99648666, 0.9938137, 0.9885535, 0.9858397, 0.98322153, 0.9824233, 0.9808423]"
75,lN8l,[3],"[3, 6, 89, 28, 8, 38, 33, 103, 140, 418]","[0.9999864, 0.999939, 0.9873111, 0.98209476, 0.9787509, 0.9610933, 0.9504267, 0.9233885, 0.9078432, 0.9062592]"
76,ew8l,[  5  16 150 442],"[16, 5, 190, 144, 384, 204, 81, 49, 244, 618]","[1.0, 1.0, 0.99944884, 0.9988599, 0.99854463, 0.9979247, 0.9968107, 0.99671453, 0.9907714, 0.988432]"
77,1S8l,[  0 874],"[0, 70, 52, 12, 79, 91, 8, 537, 103, 226]","[1.0, 1.0, 1.0, 0.9999976, 0.9999549, 0.99988353, 0.9998553, 0.99981606, 0.99961007, 0.9995743]"
78,tQ8l,[ 0  1 35],"[0, 1, 35, 27, 134, 36, 85, 12, 153, 94]","[1.0, 1.0, 1.0, 0.99999976, 0.9999975, 0.9999912, 0.9999686, 0.9999606, 0.9999453, 0.9997085]"
79,td8l,[ 41 386],"[6, 3, 13, 8, 54, 77, 7, 45, 15, 51]","[1.0, 0.9999956, 0.9999864, 0.9999623, 0.99898016, 0.99872494, 0.99712646, 0.9957837, 0.99526787, 0.9945967]"
80,5e8l,[66],"[11, 32, 20, 16, 22, 39, 118, 49, 103, 537]","[0.9920998, 0.986235, 0.97734433, 0.97060764, 0.9684108, 0.9638031, 0.9628651, 0.95383763, 0.9454987, 0.9449797]"
81,Ku8l,[  0   1 319],"[0, 1, 5, 27, 319, 35, 36, 42, 124, 94]","[1.0, 1.0, 0.9999932, 0.99993986, 0.9998795, 0.9997456, 0.9997311, 0.9982232, 0.99699086, 0.99664664]"
82,h48l,[760 788 948],"[11, 22, 20, 14, 32, 18, 17, 52, 15, 2]","[0.998762, 0.9926847, 0.98722565, 0.97944576, 0.9790703, 0.9736258, 0.97184, 0.9699986, 0.96718204, 0.9669083]"
83,6n8l,[ 15  18  96 463],"[15, 18, 96, 805, 708, 3, 6, 463, 83, 178]","[0.9999981, 0.999997, 0.9999614, 0.9998516, 0.99969375, 0.99962914, 0.9996165, 0.9994793, 0.9991394, 0.99888253]"
84,U08l,[3],"[30, 7, 89, 129, 16, 61, 18, 17, 805, 751]","[0.99827063, 0.99574673, 0.99537265, 0.9909655, 0.990691, 0.9823593, 0.98060715, 0.97888017, 0.9744916, 0.9726731]"
85,A98l,[14],"[14, 58, 53, 12, 11, 30, 15, 52, 163, 17]","[0.99986386, 0.9972721, 0.9972253, 0.9925981, 0.9899644, 0.98761785, 0.9866836, 0.9861646, 0.9847266, 0.9833742]"
86,QJ8l,[12],"[12, 350, 14, 0, 537, 35, 346, 52, 18, 27]","[0.999998, 0.9999603, 0.9999408, 0.99992454, 0.9991745, 0.9984925, 0.99773633, 0.9976021, 0.9967828, 0.9960912]"
87,md8l,[ 3  4 10 13],"[3, 4, 6, 10, 54, 13, 9, 41, 97, 278]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99999857, 0.99998677, 0.9999665, 0.9999505]"
88,aa8l,[347 871],"[18, 2, 15, 45, 51, 11, 35, 7, 14, 49]","[0.9972026, 0.9930789, 0.99206793, 0.9885555, 0.98407483, 0.979573, 0.97770286, 0.974229, 0.97277, 0.97240746]"
89,bw8l,[ 4  9 14],"[39, 18, 14, 101, 11, 202, 59, 385, 207, 121]","[0.99379826, 0.9929075, 0.99284077, 0.9877584, 0.98356867, 0.9824866, 0.9757359, 0.9754077, 0.97373235, 0.9713245]"
90,wu8l,[  2  17  30 143],"[17, 2, 30, 163, 19, 51, 55, 7, 18, 340]","[0.9999994, 0.99999934, 0.9999969, 0.99992824, 0.99991214, 0.9998821, 0.99980474, 0.99980456, 0.9997349, 0.9997253]"
91,G68l,[ 0  1 35 85],"[0, 35, 2, 1, 36, 45, 32, 22, 11, 20]","[0.9999218, 0.9998401, 0.99873376, 0.99823666, 0.99443924, 0.9938246, 0.9934082, 0.99315333, 0.99278235, 0.9899632]"
92,Oh8l,[50],"[39, 121, 233, 66, 393, 202, 207, 11, 32, 50]","[0.9999666, 0.9991932, 0.9988145, 0.9987297, 0.99846745, 0.9983467, 0.99806535, 0.99744964, 0.9968447, 0.99682015]"
93,jF8l,[4 9],"[8, 32, 11, 101, 140, 18, 524, 687, 118, 22]","[0.99468756, 0.9468014, 0.9322556, 0.92842877, 0.91064787, 0.90136707, 0.90054303, 0.8787561, 0.8773544, 0.8769667]"
94,5E8l,[  2  75 104 145],"[2, 7, 17, 30, 19, 55, 129, 51, 104, 45]","[1.0, 0.9999995, 0.99997556, 0.99990535, 0.99977577, 0.9992247, 0.99833786, 0.99777985, 0.99761426, 0.9971882]"
95,Xr8l,[ 6 14],"[14, 8, 0, 11, 52, 118, 18, 27, 35, 20]","[0.99975574, 0.9996523, 0.9961105, 0.99524164, 0.9940181, 0.98180974, 0.9767674, 0.9738268, 0.97379386, 0.9646518]"
96,2H8l,[714],"[27, 0, 8, 106, 640, 1, 103, 52, 118, 496]","[0.99759, 0.9973347, 0.9966605, 0.9899767, 0.9862056, 0.9769701, 0.9723404, 0.9524657, 0.9500141, 0.94839966]"
97,BQ8l,[570],"[32, 11, 22, 7, 20, 8, 2, 64, 26, 570]","[0.9999409, 0.9999269, 0.99992293, 0.99984956, 0.9998028, 0.9994495, 0.996888, 0.99567306, 0.9903842, 0.9895514]"
98,lL8l,[8],"[103, 17, 0, 350, 35, 52, 19, 118, 82, 8]","[0.9999605, 0.99988353, 0.9998454, 0.9998419, 0.99980545, 0.99969393, 0.9996304, 0.99961185, 0.9995939, 0.9994823]"
99,Fz8l,[  0   1 822],"[0, 1, 11, 27, 32, 22, 20, 35, 29, 36]","[0.99999964, 0.9999995, 0.9999043, 0.99984926, 0.9995234, 0.99947095, 0.99920654, 0.9974405, 0.99620354, 0.9944113]"
100,ec8l,[ 3  4 28 33 38],"[13, 33, 3, 28, 4, 38, 6, 10, 9, 78]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99995553, 0.9999268, 0.99977195]"
101,lj8l,[ 15  18  26 170 326 466],"[26, 466, 782, 5, 14, 18, 181, 35, 15, 0]","[0.99970484, 0.999694, 0.99748254, 0.9974008, 0.9957237, 0.9920554, 0.99034303, 0.99020207, 0.98838747, 0.9882568]"
102,rg8l,[ 66 148 382 648],"[14, 11, 26, 66, 7, 16, 18, 74, 8, 253]","[0.99929875, 0.99532354, 0.9870163, 0.98158145, 0.9794842, 0.9683717, 0.96148014, 0.9549297, 0.94934356, 0.9459088]"
103,kI8l,[ 0 52 70],"[0, 70, 1, 52, 12, 27, 35, 42, 36, 125]","[1.0, 1.0, 1.0, 1.0, 0.9999539, 0.9999299, 0.9998472, 0.9997866, 0.99910593, 0.9989289]"
104,nQ8l,[ 21  23 592 879],"[11, 21, 32, 22, 20, 49, 15, 66, 23, 18]","[0.9969281, 0.9937555, 0.99336046, 0.9925443, 0.98986787, 0.98901457, 0.986954, 0.98579943, 0.98542, 0.9828023]"
105,7m8l,[ 50 933],"[39, 181, 202, 50, 233, 249, 49, 265, 393, 65]","[0.99938715, 0.9980608, 0.9979012, 0.9960828, 0.9958663, 0.99585557, 0.9936336, 0.9897578, 0.98869467, 0.9852536]"
106,4o8l,[  0   1 139],"[0, 1, 27, 35, 153, 93, 5, 94, 134, 111]","[0.99999976, 0.9999987, 0.9997548, 0.9995327, 0.99578536, 0.994805, 0.99280274, 0.9920393, 0.9901944, 0.9881484]"
107,KN8l,[  0   1  42 290 586],"[0, 111, 1, 42, 11, 290, 30, 431, 27, 35]","[0.99999964, 0.9999205, 0.99991685, 0.99977005, 0.9951769, 0.99169403, 0.9879267, 0.9870304, 0.98470235, 0.98450345]"
108,gv8l,[  2   7  17  19 129],"[17, 19, 7, 2, 129, 48, 197, 35, 448, 174]","[1.0, 0.9999988, 0.9999976, 0.99999714, 0.99996674, 0.9999306, 0.999359, 0.9990687, 0.9986113, 0.9982131]"
109,qO8l,[9],"[54, 33, 13, 78, 38, 28, 15, 553, 86, 8]","[0.99998623, 0.9994744, 0.99926746, 0.9991631, 0.9988933, 0.9987541, 0.99757385, 0.9975549, 0.99722576, 0.9968314]"
110,o38l,[ 26 199 326 707],"[26, 21, 199, 23, 340, 17, 8, 163, 181, 24]","[0.9994671, 0.99771017, 0.99643886, 0.9961176, 0.99585176, 0.9942626, 0.99272394, 0.9915222, 0.9902959, 0.99011236]"
111,r78l,[  8 225],"[8, 12, 11, 18, 32, 210, 91, 653, 385, 296]","[0.9999391, 0.9498416, 0.93705946, 0.9157003, 0.9151958, 0.9106644, 0.9040973, 0.8993817, 0.8983022, 0.8976202]"
112,7q8l,[282],"[26, 201, 796, 238, 954, 0, 584, 35, 343, 101]","[0.99448085, 0.99376905, 0.99318606, 0.9909581, 0.98981524, 0.98951805, 0.9859686, 0.9854959, 0.98414505, 0.98152566]"
113,Ta8l,[884],"[8, 11, 32, 20, 15, 29, 22, 206, 30, 18]","[0.9998936, 0.99597883, 0.9954345, 0.9942435, 0.98950386, 0.9773898, 0.97689164, 0.97648036, 0.9756376, 0.9721814]"
114,w18l,[  2 940],"[2, 17, 7, 55, 30, 280, 608, 340, 408, 90]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999999, 0.9999997, 0.9999833, 0.99997556]"
115,4w8l,[ 0 12],"[0, 12, 91, 79, 237, 52, 312, 35, 63, 27]","[1.0, 1.0, 0.99999917, 0.9999918, 0.9976499, 0.99758595, 0.9972075, 0.9963573, 0.99472266, 0.9895705]"
116,QE8l,[3],"[8, 3, 89, 91, 140, 49, 448, 653, 296, 11]","[0.993484, 0.9689241, 0.9395962, 0.92021906, 0.9104414, 0.89021534, 0.8774887, 0.87586844, 0.8685874, 0.86285615]"
117,3b8l,[ 0 12],"[0, 12, 91, 79, 35, 14, 237, 124, 134, 1]","[0.99999964, 0.9999976, 0.9998361, 0.99971414, 0.99903095, 0.99741054, 0.9955698, 0.9905805, 0.98695195, 0.98360723]"
118,O48l,[726],"[8, 14, 7, 64, 49, 17, 244, 272, 857, 26]","[0.99999696, 0.9970079, 0.99123204, 0.9911303, 0.9831631, 0.98131335, 0.97646624, 0.97603714, 0.9731519, 0.9706525]"
119,f28l,[  5 328 764],"[5, 16, 49, 15, 190, 18, 204, 169, 384, 80]","[0.9999993, 0.99997866, 0.9988078, 0.9932593, 0.9925222, 0.9920986, 0.98640835, 0.9862695, 0.9859475, 0.98435724]"
120,Ua8l,[  0   1 387],"[0, 1, 36, 27, 94, 153, 35, 124, 30, 111]","[1.0, 1.0, 0.9999516, 0.9998911, 0.99966645, 0.99948573, 0.99944925, 0.9977019, 0.9968898, 0.99455637]"
