,VideoId,True labels,Pred labels,Confidence
16,Wi8l,[53 58],"[0, 1, 12, 19, 6, 2, 11, 4, 13, 3]","[0.9997877, 0.99925786, 0.9974371, 0.99694526, 0.99671793, 0.99567723, 0.9939623, 0.9936479, 0.992694, 0.99226856]"
17,LZ8l,[ 62 411],"[6, 4, 32, 8, 11, 10, 1, 2, 13, 0]","[0.99728143, 0.9968554, 0.9963901, 0.99516296, 0.9946399, 0.9943062, 0.99392694, 0.99368227, 0.99337673, 0.99320686]"
18,U38l,[ 26 527 728],"[0, 26, 1, 5, 11, 10, 9, 13, 3, 2]","[0.9998939, 0.99989367, 0.9998553, 0.99949664, 0.9991709, 0.99910915, 0.9987407, 0.9982742, 0.9980681, 0.99805534]"
19,f88l,[  1  46 264],"[2, 0, 46, 1, 9, 44, 36, 10, 3, 4]","[0.9998689, 0.99962795, 0.9992925, 0.99916744, 0.99824476, 0.99793327, 0.9972032, 0.9971647, 0.9969523, 0.9953705]"
20,pb8l,[ 15  18 170 314],"[15, 18, 4, 9, 10, 170, 13, 8, 0, 6]","[0.9999993, 0.999999, 0.9999913, 0.99997485, 0.9999616, 0.9999476, 0.9999467, 0.99991983, 0.99991775, 0.99985194]"
21,R48l,[12],"[0, 1, 4, 6, 2, 13, 3, 5, 12, 10]","[0.99999905, 0.99999714, 0.9999906, 0.9998425, 0.99983245, 0.99981487, 0.99978507, 0.99976397, 0.9995927, 0.99949646]"
22,RX8l,[3],"[3, 4, 6, 10, 9, 13, 2, 33, 28, 7]","[0.99947536, 0.9985439, 0.9970083, 0.9950832, 0.98877674, 0.97911656, 0.9727651, 0.9668808, 0.9574263, 0.94920933]"
23,Bk8l,[2 7],"[2, 7, 17, 1, 4, 3, 0, 19, 5, 8]","[0.9999968, 0.9999572, 0.9996123, 0.9994197, 0.99936116, 0.9993481, 0.9988417, 0.9988253, 0.9981669, 0.9969691]"
24,Z78l,[ 11  20 123 302],"[11, 6, 4, 3, 10, 20, 2, 9, 1, 13]","[0.9984749, 0.99784577, 0.99767303, 0.99584806, 0.9932492, 0.9923357, 0.9922656, 0.99126184, 0.98939747, 0.9888048]"
25,Uc8l,[14 25],"[4, 0, 10, 6, 3, 25, 9, 1, 14, 2]","[0.99353266, 0.9910734, 0.9902494, 0.9840025, 0.982389, 0.97989213, 0.9779716, 0.97587997, 0.97565114, 0.9563013]"
26,Lo8l,[8],"[0, 1, 12, 10, 8, 5, 2, 28, 4, 3]","[0.99977016, 0.9984634, 0.99677324, 0.99658763, 0.9957869, 0.9945601, 0.98886317, 0.98667836, 0.9865757, 0.9849664]"
27,IF8l,[ 3  4 13],"[3, 6, 4, 0, 8, 13, 7, 12, 2, 16]","[0.99999875, 0.9999897, 0.99996907, 0.9998672, 0.99932206, 0.99923486, 0.99896944, 0.9986417, 0.99819416, 0.9980427]"
28,PW8l,[  0   1  27  88 313],"[27, 0, 1, 8, 13, 17, 9, 18, 6, 26]","[0.9999995, 0.9999994, 0.99999523, 0.99924624, 0.99875283, 0.9979862, 0.9975225, 0.99736905, 0.9970701, 0.9963077]"
29,6I8l,[0],"[0, 4, 9, 12, 13, 3, 10, 28, 38, 1]","[0.9999995, 0.99999917, 0.9999986, 0.9999969, 0.9999943, 0.9999926, 0.9999919, 0.9999858, 0.9999101, 0.9998903]"
30,Qu8l,[11 29 32],"[0, 1, 32, 11, 2, 6, 9, 7, 22, 20]","[0.9933715, 0.99311656, 0.9877564, 0.98507893, 0.9809921, 0.9808972, 0.9802252, 0.9799025, 0.9753141, 0.9741341]"
31,Br8l,[ 0 27],"[27, 0, 1, 4, 8, 10, 6, 13, 36, 18]","[0.9999896, 0.9999879, 0.99997854, 0.9956362, 0.99187434, 0.9903718, 0.98771226, 0.9871211, 0.9856386, 0.98434097]"
32,Q98l,[ 4  9 10 37],"[9, 10, 4, 34, 37, 13, 0, 6, 1, 3]","[1.0, 1.0, 1.0, 0.99999976, 0.9999974, 0.9998041, 0.9997677, 0.9996973, 0.99934196, 0.99856347]"
33,Pp8l,[182],"[2, 6, 60, 8, 43, 13, 3, 9, 35, 4]","[0.9887699, 0.9695642, 0.9440011, 0.9435271, 0.9405391, 0.93227756, 0.92012143, 0.91672754, 0.9153919, 0.912869]"
34,Mx8l,[100],"[1, 10, 9, 13, 8, 28, 0, 5, 27, 19]","[0.99996924, 0.99989474, 0.99988145, 0.999827, 0.9998261, 0.9996222, 0.99949086, 0.9993063, 0.9985287, 0.9980856]"
35,dM8l,[12],"[0, 1, 6, 8, 11, 7, 35, 13, 3, 4]","[0.9999638, 0.99980164, 0.99959755, 0.999071, 0.9990543, 0.9987129, 0.99866986, 0.99857974, 0.9985478, 0.9984188]"
36,mq8l,[  0  11 749],"[10, 9, 4, 3, 6, 0, 11, 12, 2, 13]","[0.99727535, 0.997174, 0.9959647, 0.98926175, 0.98586226, 0.9858136, 0.98470914, 0.98451406, 0.98201185, 0.97715795]"
37,XQ8l,[3],"[3, 6, 4, 0, 14, 1, 13, 9, 7, 10]","[0.99956846, 0.9966405, 0.9963703, 0.99403286, 0.98225284, 0.98214847, 0.9817118, 0.97813094, 0.97381556, 0.96924555]"
38,yv8l,[ 71 191],"[0, 1, 4, 2, 14, 13, 6, 3, 31, 17]","[0.9866451, 0.97917986, 0.9789928, 0.9750664, 0.9672413, 0.96702933, 0.96553564, 0.9641402, 0.9638741, 0.9627313]"
39,VF8l,[14],"[14, 4, 1, 2, 3, 25, 0, 6, 8, 9]","[0.9994427, 0.9941506, 0.9895978, 0.98708165, 0.98315525, 0.98288274, 0.98286223, 0.9821102, 0.981251, 0.9780065]"
40,QN8l,[ 0 79],"[0, 12, 79, 91, 4, 13, 8, 28, 1, 14]","[0.99997747, 0.9999145, 0.99904436, 0.9884652, 0.9863745, 0.9857787, 0.97549564, 0.9720807, 0.97019666, 0.9699959]"
41,eB8l,[ 4  9 10 37],"[9, 10, 37, 4, 34, 14, 13, 0, 6, 1]","[1.0, 1.0, 0.99999905, 0.99999785, 0.9999887, 0.9987571, 0.99873614, 0.9986698, 0.9984441, 0.9959645]"
42,hb8l,[391],"[4, 10, 16, 9, 3, 1, 2, 20, 7, 5]","[1.0, 0.99999785, 0.9999974, 0.99999714, 0.99999607, 0.999995, 0.9999914, 0.9999647, 0.9999589, 0.9999583]"
43,u88l,[ 0 12],"[12, 0, 4, 2, 14, 10, 28, 3, 7, 13]","[0.9999753, 0.9998952, 0.9970592, 0.99582815, 0.9937868, 0.99155027, 0.99004614, 0.9893969, 0.9878154, 0.9871648]"
44,dD8l,[801],"[3, 0, 4, 8, 1, 6, 13, 9, 14, 10]","[0.9999956, 0.99998474, 0.9999753, 0.9999411, 0.9998511, 0.99981385, 0.999794, 0.99976104, 0.9997183, 0.9996707]"
45,S58l,[2 7],"[2, 0, 1, 7, 17, 6, 35, 19, 30, 28]","[0.99989915, 0.9986906, 0.9979136, 0.9977391, 0.99677885, 0.9954926, 0.99241495, 0.99219555, 0.991678, 0.9913987]"
46,AU8l,[ 3  4 14],"[4, 3, 10, 9, 6, 14, 13, 0, 1, 16]","[0.999984, 0.9999417, 0.99953926, 0.9992968, 0.9991732, 0.9982332, 0.9951607, 0.9938724, 0.9896076, 0.98831177]"
47,kg8l,[  8 474],"[4, 13, 9, 3, 8, 10, 0, 12, 6, 2]","[0.99831206, 0.9971975, 0.9964434, 0.9956163, 0.9955668, 0.9942471, 0.9933971, 0.9924215, 0.9920205, 0.9911208]"
48,8a8l,[  0   1   5  81 108 615],"[0, 5, 1, 6, 9, 16, 4, 10, 8, 3]","[0.99870074, 0.99848866, 0.9979074, 0.9978181, 0.9967629, 0.9955777, 0.9946759, 0.9946214, 0.99425644, 0.9935708]"
49,Tg8l,[40 57],"[4, 9, 0, 1, 14, 8, 31, 5, 15, 10]","[0.99999946, 0.99999857, 0.99999845, 0.9999984, 0.99999666, 0.99999475, 0.99999267, 0.99998903, 0.9999821, 0.9999756]"
50,oK8l,[ 4  9 10],"[10, 9, 4, 37, 0, 1, 6, 33, 22, 13]","[1.0, 1.0, 0.9999999, 0.99999964, 0.99986994, 0.9998637, 0.9997941, 0.99976873, 0.9997232, 0.99969286]"
51,ha8l,[100],"[6, 4, 1, 3, 0, 2, 8, 13, 10, 5]","[1.0, 1.0, 0.99999964, 0.9999996, 0.9999995, 0.99999917, 0.99999374, 0.9999937, 0.9999833, 0.9999788]"
52,yb8l,[8],"[8, 6, 10, 0, 2, 9, 17, 55, 5, 72]","[0.99996907, 0.99986947, 0.99974513, 0.9996877, 0.9992485, 0.9990063, 0.9986035, 0.9983909, 0.9983475, 0.9981111]"
53,y68l,[12],"[0, 3, 4, 10, 13, 2, 9, 12, 6, 14]","[1.0, 1.0, 1.0, 0.9999999, 0.99999964, 0.9999996, 0.9999993, 0.9999993, 0.99999774, 0.99998665]"
54,9C8l,[99],"[2, 0, 4, 1, 28, 10, 3, 13, 7, 9]","[0.99962604, 0.9986391, 0.99845815, 0.9974443, 0.9970709, 0.996153, 0.9956173, 0.9954606, 0.995016, 0.99355876]"
55,fR8l,[  0  52  70 125],"[0, 52, 10, 1, 70, 12, 4, 13, 9, 17]","[0.9999901, 0.99971783, 0.9993317, 0.9990568, 0.9990035, 0.99898136, 0.99825764, 0.99821246, 0.99797064, 0.9973786]"
56,yM8l,[453 857],"[11, 32, 4, 29, 22, 20, 13, 0, 6, 10]","[0.9984118, 0.9954878, 0.9946531, 0.99430907, 0.99305725, 0.9929304, 0.9904649, 0.9890916, 0.9870575, 0.98597]"
57,aZ8l,[ 3  4  9 10 34],"[9, 3, 4, 10, 37, 6, 34, 13, 0, 1]","[1.0, 1.0, 1.0, 1.0, 0.9999951, 0.99999297, 0.9999902, 0.99998903, 0.9999367, 0.9997287]"
58,Z88l,[ 5 16],"[5, 0, 4, 1, 16, 3, 10, 8, 13, 6]","[0.99995726, 0.999281, 0.9987773, 0.9986104, 0.99773884, 0.9974854, 0.99741125, 0.9948026, 0.99389595, 0.9924883]"
59,Ww8l,[6],"[8, 6, 2, 0, 3, 7, 1, 10, 5, 11]","[0.999846, 0.99984336, 0.99876666, 0.9978076, 0.9964578, 0.99283123, 0.99172056, 0.9911895, 0.9900656, 0.98955226]"
60,Cp8l,[386],"[3, 6, 13, 0, 1, 4, 9, 28, 10, 8]","[0.99992347, 0.99974906, 0.9996489, 0.99963665, 0.99958646, 0.99945855, 0.9992187, 0.99921787, 0.9987737, 0.9984839]"
61,In8l,[ 24 146 158 279],"[24, 23, 21, 0, 8, 1, 2, 6, 4, 9]","[0.9998958, 0.9997688, 0.99971503, 0.9983276, 0.9973224, 0.9971044, 0.996552, 0.9964303, 0.99567705, 0.9952892]"
62,2d8l,[25],"[2, 0, 25, 8, 9, 27, 10, 1, 13, 7]","[0.947255, 0.94099474, 0.93336487, 0.9267851, 0.92200947, 0.91873604, 0.9162551, 0.9155503, 0.9069487, 0.8949485]"
63,xb8l,[ 12 705],"[0, 12, 9, 6, 1, 11, 2, 5, 10, 15]","[0.9971837, 0.9930088, 0.9598475, 0.9594777, 0.9592469, 0.95837855, 0.93028456, 0.9270787, 0.9249947, 0.9244424]"
64,ba8l,[0 8],"[0, 8, 4, 17, 72, 6, 10, 9, 79, 2]","[0.999841, 0.9997208, 0.9986611, 0.9971831, 0.99692786, 0.9964341, 0.9962041, 0.9960632, 0.9957849, 0.9956738]"
65,I88l,[ 3 41],"[4, 13, 3, 8, 5, 6, 41, 2, 1, 9]","[0.99999964, 0.99999946, 0.9999992, 0.999998, 0.99999607, 0.9999898, 0.99998635, 0.9999814, 0.99997807, 0.9999623]"
66,Od8l,[646 982],"[2, 7, 3, 0, 8, 26, 6, 4, 9, 18]","[0.9999984, 0.9999925, 0.9999603, 0.99982905, 0.9998067, 0.99980557, 0.99976254, 0.999725, 0.9992338, 0.9990283]"
67,Mu8l,[ 39  50 493 503],"[4, 0, 3, 10, 14, 13, 12, 22, 40, 2]","[0.9999516, 0.99987286, 0.9998187, 0.99979395, 0.99960953, 0.99957633, 0.9993954, 0.99938166, 0.9993353, 0.99927473]"
68,iQ8l,[ 2  7 30 55],"[2, 17, 30, 19, 0, 1, 55, 13, 7, 5]","[0.99966156, 0.9975328, 0.9974066, 0.99580073, 0.99557805, 0.99487984, 0.99450445, 0.9918635, 0.9917966, 0.99095714]"
69,HC8l,[6 8],"[3, 0, 1, 4, 2, 5, 6, 13, 8, 10]","[0.99987423, 0.99986374, 0.99986196, 0.999792, 0.99971664, 0.99951565, 0.9993826, 0.9990121, 0.9987389, 0.9987164]"
70,Qh8l,[ 5 16],"[5, 16, 3, 2, 4, 9, 13, 10, 1, 49]","[0.9999039, 0.9982596, 0.9967834, 0.9944734, 0.9941428, 0.99229467, 0.9906155, 0.9904776, 0.98929226, 0.98690116]"
71,Ys8l,[61],"[0, 1, 24, 74, 4, 10, 9, 3, 6, 13]","[0.99985456, 0.99958646, 0.999571, 0.99956197, 0.9995494, 0.9994606, 0.999166, 0.9991078, 0.9990938, 0.9990293]"
72,gg8l,[  3   4  31  47  54  97 243],"[3, 4, 47, 10, 97, 13, 31, 40, 54, 243]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99999976, 0.9999997, 0.9999994]"
73,198l,[  0   1  35  69 478],"[1, 0, 10, 3, 9, 8, 6, 14, 42, 25]","[0.99993294, 0.99991715, 0.99130225, 0.990434, 0.99034536, 0.9867323, 0.9831085, 0.98291135, 0.9821205, 0.9820735]"
74,fZ8l,[ 66 382 648],"[4, 0, 1, 6, 10, 8, 3, 66, 7, 9]","[0.99995875, 0.99995494, 0.9997785, 0.99973685, 0.9996096, 0.9995973, 0.9995444, 0.99952394, 0.9993721, 0.99934506]"
75,JN8l,[5],"[5, 0, 4, 6, 1, 3, 9, 8, 27, 13]","[0.9990977, 0.9986432, 0.99645144, 0.9940903, 0.9929508, 0.99221736, 0.9888255, 0.98739934, 0.9847112, 0.98454326]"
76,8b8l,[ 60 385],"[2, 1, 0, 60, 3, 4, 9, 18, 28, 385]","[0.99950325, 0.99856955, 0.9984559, 0.99614525, 0.99569786, 0.9956813, 0.9920753, 0.9873682, 0.98577464, 0.9846059]"
77,iG8l,[3],"[3, 4, 6, 13, 9, 38, 5, 0, 14, 1]","[0.99990547, 0.99943143, 0.9984144, 0.99178815, 0.9802246, 0.9792728, 0.97614944, 0.97356623, 0.972377, 0.97105825]"
78,BH8l,[ 88 364 388],"[6, 1, 0, 9, 2, 3, 27, 8, 10, 4]","[0.99463785, 0.99403954, 0.9933969, 0.99318045, 0.99297905, 0.9876335, 0.9872906, 0.98449004, 0.9838379, 0.9821719]"
79,JR8l,[269],"[0, 17, 2, 4, 13, 1, 10, 14, 3, 27]","[0.99990773, 0.99954164, 0.99923253, 0.9990953, 0.9988284, 0.9986197, 0.99817944, 0.99809766, 0.99685043, 0.9964212]"
80,Zl8l,[386],"[3, 4, 10, 13, 0, 6, 1, 14, 9, 31]","[1.0, 1.0, 1.0, 0.99999964, 0.99999833, 0.9999975, 0.99999475, 0.9999907, 0.9999878, 0.9999865]"
81,4t8l,[  0   1  36 142 367],"[0, 1, 36, 132, 142, 35, 8, 51, 94, 5]","[0.999998, 0.9999976, 0.99999714, 0.99858284, 0.9946477, 0.9944477, 0.9921688, 0.98970747, 0.98968565, 0.98873067]"
82,bv8l,[150 204],"[5, 0, 3, 4, 10, 6, 9, 14, 2, 1]","[0.9856148, 0.9828069, 0.9796095, 0.97502625, 0.9725958, 0.96724766, 0.96512127, 0.96164954, 0.9596313, 0.9555671]"
83,v48l,[422 485],"[9, 4, 0, 3, 1, 13, 6, 8, 2, 31]","[0.99857545, 0.998146, 0.9974089, 0.9961376, 0.99471223, 0.9945559, 0.99175644, 0.99173653, 0.9909409, 0.9900961]"
84,Rt8l,[ 11  29  32 368],"[11, 22, 29, 20, 0, 4, 32, 6, 1, 16]","[0.9999993, 0.9999993, 0.999998, 0.99999654, 0.99999446, 0.9999914, 0.9999906, 0.99998754, 0.9999529, 0.99994755]"
85,Ec8l,[  1  99 518],"[1, 0, 5, 6, 35, 14, 3, 9, 10, 2]","[0.99862295, 0.998255, 0.98071074, 0.97847843, 0.9782971, 0.97655225, 0.9674366, 0.9665736, 0.9615834, 0.95833397]"
86,VX8l,[154 263],"[154, 4, 2, 0, 3, 14, 6, 263, 10, 8]","[0.9999987, 0.99999654, 0.99999243, 0.9999851, 0.99998504, 0.99997544, 0.99996704, 0.99995196, 0.9999429, 0.9999429]"
87,628l,[ 0 12],"[12, 0, 2, 3, 13, 19, 28, 79, 14, 91]","[0.9999987, 0.9999899, 0.99902344, 0.9985266, 0.99553156, 0.99429995, 0.99359226, 0.99319106, 0.9926566, 0.99098337]"
88,yf8l,[3 6],"[3, 6, 13, 4, 8, 0, 28, 1, 38, 11]","[0.99998504, 0.9998907, 0.9991293, 0.99900866, 0.994049, 0.9940059, 0.99291694, 0.98977643, 0.98151827, 0.9809804]"
89,QH8l,[14],"[14, 7, 2, 6, 1, 25, 8, 17, 22, 15]","[0.9980215, 0.9838978, 0.9778573, 0.97397923, 0.9720014, 0.9684272, 0.95827436, 0.9500636, 0.9326025, 0.9318322]"
90,fk8l,[0],"[0, 3, 4, 1, 9, 10, 38, 5, 6, 28]","[0.999858, 0.9997331, 0.99972916, 0.99964225, 0.9986938, 0.9985455, 0.9973209, 0.9968816, 0.99339694, 0.9928831]"
91,fP8l,[8],"[8, 9, 0, 5, 1, 4, 15, 6, 10, 13]","[0.9999983, 0.9999548, 0.9999497, 0.9999094, 0.99983907, 0.99983424, 0.99983066, 0.9997761, 0.9996901, 0.99968076]"
92,xP8l,[100],"[10, 1, 9, 2, 6, 8, 0, 14, 7, 34]","[0.99836946, 0.9974977, 0.9966295, 0.9958956, 0.9953456, 0.99313164, 0.9875957, 0.98733824, 0.9863589, 0.98293495]"
93,hj8l,[14],"[0, 8, 1, 14, 2, 6, 9, 5, 3, 13]","[0.99805224, 0.9960222, 0.99517643, 0.99078536, 0.98966634, 0.9869974, 0.9818318, 0.9751076, 0.97312605, 0.9664223]"
94,ek8l,[ 16 442],"[0, 12, 9, 10, 4, 6, 2, 13, 1, 18]","[0.99983275, 0.99972475, 0.9996955, 0.99958813, 0.9995847, 0.99910367, 0.9981619, 0.99802697, 0.9979193, 0.997892]"
95,2r8l,[6 8],"[6, 1, 8, 0, 14, 5, 2, 10, 9, 31]","[0.9995426, 0.998799, 0.99873793, 0.99734354, 0.99717516, 0.99397427, 0.993861, 0.98502374, 0.983974, 0.98322535]"
96,DP8l,[  2  44  46 107 109 114 138 145 602],"[109, 2, 44, 46, 145, 107, 114, 4, 138, 0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99999976, 0.99999964, 0.999995, 0.99999475]"
97,Th8l,[126 220 276],"[13, 4, 10, 3, 31, 6, 11, 2, 0, 33]","[0.9999459, 0.9996904, 0.9995985, 0.99953365, 0.9994458, 0.9990118, 0.99874496, 0.9983453, 0.99766356, 0.9973343]"
98,4C8l,[3 4 9],"[4, 3, 6, 10, 9, 34, 0, 13, 8, 16]","[0.999941, 0.99991, 0.99944353, 0.99931693, 0.99931645, 0.9951099, 0.99373245, 0.99201334, 0.97783697, 0.966604]"
99,vR8l,[539],"[4, 3, 9, 6, 13, 12, 33, 0, 10, 14]","[0.9999591, 0.9999429, 0.9999354, 0.999799, 0.9997591, 0.99974585, 0.9995574, 0.9994351, 0.999265, 0.9987527]"
100,5H8l,[6 8],"[8, 6, 14, 10, 9, 0, 3, 4, 31, 13]","[0.9989348, 0.9971625, 0.981575, 0.9777932, 0.97565407, 0.97372484, 0.9717443, 0.9679973, 0.9641241, 0.96067315]"
101,Fm8l,[  0   1 105 203],"[0, 1, 5, 10, 8, 4, 6, 3, 14, 25]","[0.9838946, 0.97097003, 0.9358747, 0.90796655, 0.9007334, 0.8982852, 0.8957974, 0.8951348, 0.8834832, 0.8811456]"
102,U58l,[3],"[3, 6, 4, 2, 0, 14, 8, 17, 7, 35]","[0.9998816, 0.9997804, 0.9979412, 0.99762094, 0.99713534, 0.99314594, 0.9920956, 0.99091125, 0.9889951, 0.9814787]"
103,dl8l,[  8 356],"[8, 10, 0, 3, 6, 9, 2, 4, 1, 5]","[0.9986096, 0.99778134, 0.99773026, 0.99735, 0.99652255, 0.9964832, 0.99599266, 0.9953396, 0.99135244, 0.9902878]"
104,yV8l,[110],"[10, 4, 9, 12, 13, 3, 0, 8, 2, 17]","[0.997821, 0.99594665, 0.9944902, 0.99373704, 0.9923465, 0.9907781, 0.990472, 0.98477423, 0.98346305, 0.98309803]"
105,xX8l,[182 634],"[0, 1, 3, 2, 82, 9, 5, 19, 118, 17]","[0.9984604, 0.9953474, 0.99152803, 0.9908905, 0.99069923, 0.9900679, 0.9898447, 0.989342, 0.9875736, 0.98720264]"
106,qR8l,[  0   1 105 535],"[0, 1, 12, 3, 11, 7, 10, 4, 5, 8]","[0.9996447, 0.9993557, 0.9946299, 0.9936267, 0.988869, 0.9886602, 0.98865455, 0.98827344, 0.98766434, 0.986844]"
107,jU8l,[8],"[0, 8, 13, 1, 3, 2, 4, 19, 7, 17]","[0.9999544, 0.99990755, 0.9998312, 0.9997108, 0.9996309, 0.9995203, 0.9992451, 0.9990723, 0.99900466, 0.9989238]"
108,5T8l,[671],"[0, 3, 4, 1, 13, 14, 12, 8, 10, 16]","[0.99995124, 0.9998065, 0.9997345, 0.9997159, 0.9997053, 0.9996938, 0.99925125, 0.99889225, 0.9988762, 0.99853265]"
109,Dh8l,[3 6],"[6, 8, 3, 2, 4, 13, 22, 0, 34, 28]","[0.9998965, 0.9994716, 0.9992231, 0.9975467, 0.99656785, 0.9955944, 0.9924079, 0.989617, 0.98839784, 0.98828137]"
110,d98l,[  8 110],"[8, 4, 0, 6, 1, 9, 7, 2, 10, 19]","[0.9999832, 0.99983925, 0.99961656, 0.9994877, 0.999424, 0.9991055, 0.9990407, 0.99827504, 0.9982574, 0.99751353]"
111,lN8l,[3],"[3, 4, 6, 28, 38, 13, 10, 0, 9, 5]","[0.9999249, 0.9989784, 0.99693424, 0.9952688, 0.9871044, 0.98640454, 0.9856769, 0.9825514, 0.9795244, 0.9756454]"
112,ew8l,[  5  16 150 442],"[5, 16, 4, 10, 3, 9, 0, 1, 13, 6]","[0.9999921, 0.9999314, 0.9949014, 0.9926659, 0.99167335, 0.9905487, 0.9839132, 0.9809723, 0.97841024, 0.97734225]"
113,1S8l,[  0 874],"[0, 52, 8, 2, 12, 30, 4, 5, 1, 9]","[0.99999833, 0.999984, 0.99997675, 0.9999697, 0.99994147, 0.99989164, 0.99982935, 0.9998059, 0.9997802, 0.99958235]"
114,tQ8l,[ 0  1 35],"[0, 1, 35, 4, 2, 19, 5, 17, 12, 27]","[0.9999959, 0.99999005, 0.99930096, 0.99637926, 0.99502766, 0.99343073, 0.9911941, 0.99108475, 0.99078935, 0.9898643]"
115,Jw8l,[  2 305],"[0, 1, 2, 3, 7, 9, 8, 17, 11, 6]","[0.9999985, 0.99999785, 0.9999974, 0.99998856, 0.9999699, 0.99995077, 0.99992466, 0.99989545, 0.9998949, 0.9998439]"
116,td8l,[ 41 386],"[3, 13, 6, 4, 10, 2, 8, 0, 14, 9]","[0.99999964, 0.9999982, 0.99999785, 0.99999475, 0.9999945, 0.9999505, 0.99990845, 0.9998059, 0.99974084, 0.9997324]"
117,058l,[  0  12 312],"[0, 12, 79, 4, 3, 14, 13, 63, 5, 91]","[0.99990195, 0.99985826, 0.9753649, 0.9671587, 0.9611884, 0.95590603, 0.95582986, 0.9523034, 0.95175767, 0.94335246]"
118,5e8l,[66],"[0, 4, 6, 18, 3, 9, 14, 15, 39, 1]","[0.9879484, 0.9878036, 0.9813547, 0.97807574, 0.9760492, 0.9752006, 0.9731314, 0.96768403, 0.9658572, 0.96572053]"
119,Ku8l,[  0   1 319],"[0, 1, 5, 3, 2, 4, 10, 12, 13, 17]","[0.999998, 0.9999974, 0.9999875, 0.9999368, 0.999905, 0.99979067, 0.99962246, 0.9994587, 0.9992821, 0.9992277]"
