,VideoId,True labels,Pred labels,Confidence
12,E68l,[   2    7 1000],"[2, 7, 18, 21, 15, 32, 24, 23, 249, 30]","[0.99953324, 0.99885786, 0.98309076, 0.97356975, 0.9715463, 0.9585969, 0.95656085, 0.94983727, 0.947642, 0.9412716]"
13,JY8l,[ 0 12],"[12, 0, 79, 37, 91, 15, 28, 312, 102, 92]","[0.9999671, 0.999907, 0.98824763, 0.95129895, 0.93829787, 0.926803, 0.9267842, 0.92009056, 0.9041995, 0.9029839]"
14,ni8l,[181 216],"[39, 66, 34, 50, 121, 76, 20, 9, 15, 222]","[0.9993254, 0.9867612, 0.96990067, 0.94539905, 0.9428921, 0.9348469, 0.9238839, 0.92227924, 0.9109827, 0.90944946]"
15,xZ8l,[993],"[11, 22, 20, 32, 29, 21, 187, 346, 158, 12]","[0.9985795, 0.99682236, 0.99626523, 0.9927514, 0.9865327, 0.9405981, 0.9363635, 0.9051632, 0.90370595, 0.9011018]"
16,Wi8l,[53 58],"[0, 12, 19, 17, 2, 27, 57, 37, 143, 3]","[0.99652696, 0.9952109, 0.9814191, 0.9791697, 0.969431, 0.93817115, 0.92882526, 0.92154086, 0.90457135, 0.8968814]"
17,LZ8l,[ 62 411],"[2, 57, 45, 31, 51, 41, 17, 43, 19, 18]","[0.9994838, 0.9951757, 0.9927746, 0.98320496, 0.98266095, 0.97582424, 0.9755928, 0.9682295, 0.9656159, 0.9622886]"
18,U38l,[ 26 527 728],"[26, 5, 39, 66, 15, 34, 121, 30, 20, 11]","[0.9974711, 0.9854377, 0.98523647, 0.9775877, 0.9696226, 0.9634664, 0.9580122, 0.9546817, 0.9544414, 0.9493898]"
19,f88l,[  1  46 264],"[2, 46, 44, 1, 17, 77, 109, 107, 223, 51]","[0.9993537, 0.998087, 0.9949074, 0.9839808, 0.9744415, 0.9680536, 0.96656024, 0.9623014, 0.96157545, 0.9592382]"
20,pb8l,[ 15  18 170 314],"[18, 15, 38, 57, 170, 26, 725, 33, 249, 13]","[0.99966776, 0.9992177, 0.9875984, 0.9845629, 0.98188514, 0.97853255, 0.96935177, 0.96835303, 0.967665, 0.9627801]"
21,R48l,[12],"[23, 10, 9, 21, 335, 131, 39, 63, 89, 24]","[0.9904743, 0.977394, 0.967128, 0.9514831, 0.94369775, 0.9422499, 0.9405867, 0.93837607, 0.9376514, 0.9373611]"
22,RX8l,[3],"[3, 4, 9, 6, 28, 10, 33, 37, 38, 14]","[0.9999927, 0.99997395, 0.9990786, 0.9934254, 0.9872578, 0.9765847, 0.9759116, 0.9633805, 0.9384217, 0.92243123]"
23,Bk8l,[2 7],"[2, 7, 17, 305, 58, 55, 19, 53, 60, 61]","[0.9999962, 0.9999888, 0.9805893, 0.9762415, 0.9526053, 0.9501592, 0.94265544, 0.9425763, 0.9242765, 0.91906387]"
24,Z78l,[ 11  20 123 302],"[20, 11, 22, 29, 32, 122, 80, 15, 39, 186]","[0.99867195, 0.9981525, 0.99810886, 0.9937693, 0.99206305, 0.94490975, 0.9343854, 0.9296082, 0.9211432, 0.914044]"
25,Uc8l,[14 25],"[4, 14, 9, 10, 3, 6, 33, 152, 34, 25]","[0.9989948, 0.9986097, 0.9941138, 0.9907416, 0.9830262, 0.9299547, 0.8977921, 0.880792, 0.86909235, 0.8465333]"
26,Lo8l,[8],"[13, 4, 6, 8, 3, 33, 10, 28, 38, 27]","[0.99980235, 0.999038, 0.9984741, 0.99832547, 0.99624276, 0.99572706, 0.9889756, 0.981603, 0.96972144, 0.959314]"
27,IF8l,[ 3  4 13],"[3, 4, 13, 6, 28, 10, 38, 33, 54, 9]","[0.9999999, 0.9999993, 0.9999851, 0.99997807, 0.9937122, 0.99309266, 0.9838073, 0.9812957, 0.97470725, 0.9743051]"
28,PW8l,[  0   1  27  88 313],"[27, 0, 1, 31, 107, 36, 106, 63, 12, 26]","[0.99999976, 0.99999803, 0.99998283, 0.97415483, 0.954558, 0.95358384, 0.93969226, 0.9391347, 0.9373658, 0.9362336]"
29,6I8l,[0],"[13, 54, 4, 295, 79, 41, 175, 12, 8, 89]","[0.9999212, 0.9995955, 0.9961748, 0.9923942, 0.9922842, 0.99145037, 0.9900941, 0.98550606, 0.98385125, 0.97140414]"
30,Qu8l,[11 29 32],"[20, 11, 39, 29, 172, 22, 25, 74, 32, 93]","[0.91275454, 0.9093546, 0.90308464, 0.90072405, 0.8731577, 0.87197757, 0.8717608, 0.85926604, 0.83957183, 0.8384645]"
31,Br8l,[ 0 27],"[9, 27, 34, 4, 10, 0, 1, 14, 3, 18]","[0.99116874, 0.99047846, 0.9888204, 0.9866675, 0.9821133, 0.9105538, 0.8928349, 0.8724165, 0.85566217, 0.8523103]"
32,Q98l,[ 4  9 10 37],"[10, 9, 4, 37, 34, 33, 28, 46, 39, 65]","[1.0, 1.0, 1.0, 1.0, 0.99999964, 0.9905883, 0.9856572, 0.98398066, 0.97840726, 0.9605292]"
33,Pp8l,[182],"[4, 13, 9, 3, 10, 54, 34, 2, 168, 223]","[0.99851847, 0.99633527, 0.9780174, 0.9755349, 0.97394085, 0.91660106, 0.9130335, 0.8617097, 0.8597884, 0.8550711]"
34,Mx8l,[100],"[11, 57, 86, 295, 78, 32, 20, 210, 158, 37]","[0.9851785, 0.9815285, 0.96899056, 0.9679453, 0.9564046, 0.9523752, 0.9520524, 0.9453114, 0.94139206, 0.9412896]"
35,dM8l,[12],"[11, 12, 74, 18, 7, 179, 47, 54, 158, 15]","[0.969897, 0.9581021, 0.942889, 0.94094044, 0.9291535, 0.92523724, 0.9063387, 0.9054196, 0.902759, 0.890105]"
36,mq8l,[  0  11 749],"[12, 3, 11, 8, 72, 98, 91, 6, 14, 92]","[0.9276601, 0.89659154, 0.884128, 0.87283754, 0.8610852, 0.85162085, 0.842649, 0.83943987, 0.8352349, 0.8148103]"
37,XQ8l,[3],"[3, 6, 4, 14, 9, 37, 26, 419, 118, 12]","[0.9999963, 0.99897623, 0.9972117, 0.9969404, 0.88782966, 0.88393104, 0.87484026, 0.8621283, 0.86041963, 0.85896766]"
38,yv8l,[ 71 191],"[14, 71, 27, 5, 109, 16, 152, 32, 15, 138]","[0.99560297, 0.9373385, 0.9333553, 0.9009765, 0.87631637, 0.87269855, 0.87229156, 0.8628558, 0.8445908, 0.8432598]"
39,VF8l,[14],"[14, 12, 71, 37, 86, 152, 187, 487, 57, 308]","[0.99970603, 0.8434834, 0.84125876, 0.82475835, 0.8011042, 0.79357314, 0.7876811, 0.7815527, 0.78030396, 0.77884924]"
40,QN8l,[ 0 79],"[0, 12, 79, 17, 91, 14, 210, 36, 2, 139]","[0.9999886, 0.9997123, 0.9900013, 0.98885274, 0.98697126, 0.94484866, 0.9420141, 0.93024045, 0.92331177, 0.9154849]"
41,eB8l,[ 4  9 10 37],"[9, 4, 10, 37, 34, 33, 3, 6, 28, 39]","[1.0, 1.0, 1.0, 1.0, 0.99999475, 0.99638695, 0.9963714, 0.9904773, 0.9856551, 0.98085296]"
42,hb8l,[391],"[10, 9, 5, 37, 34, 391, 80, 38, 4, 22]","[0.9996389, 0.9989271, 0.9980612, 0.9966136, 0.9929774, 0.99142396, 0.99128747, 0.9858842, 0.9833614, 0.9796698]"
43,u88l,[ 0 12],"[12, 0, 79, 91, 18, 92, 237, 412, 13, 134]","[0.99993855, 0.9997167, 0.9555305, 0.9281619, 0.9060688, 0.8973913, 0.8929212, 0.863034, 0.83421636, 0.83024347]"
44,dD8l,[801],"[9, 21, 291, 52, 78, 210, 46, 12, 23, 37]","[0.9852046, 0.983127, 0.97729576, 0.97095615, 0.9639522, 0.9599991, 0.9593351, 0.957579, 0.95633566, 0.9545795]"
45,S58l,[2 7],"[2, 7, 17, 18, 44, 45, 46, 19, 22, 85]","[0.9980539, 0.98370355, 0.8894234, 0.87976587, 0.86772025, 0.86665535, 0.8660445, 0.8275057, 0.82711244, 0.8171693]"
46,AU8l,[ 3  4 14],"[3, 4, 6, 28, 13, 10, 14, 9, 38, 33]","[0.99998116, 0.9998567, 0.9990407, 0.98248565, 0.97987723, 0.9729663, 0.96837354, 0.9316933, 0.9034304, 0.89783084]"
47,kg8l,[  8 474],"[8, 6, 3, 41, 66, 26, 54, 152, 13, 12]","[0.9999002, 0.99768615, 0.97587, 0.97485065, 0.92343366, 0.9154185, 0.90915835, 0.90270376, 0.8986903, 0.8936079]"
48,8a8l,[  0   1   5  81 108 615],"[1, 0, 5, 16, 27, 28, 18, 21, 44, 358]","[0.9997856, 0.99929744, 0.9916383, 0.96862245, 0.9630711, 0.94659436, 0.9029223, 0.8861524, 0.8675739, 0.8603722]"
49,Tg8l,[40 57],"[10, 13, 40, 9, 4, 57, 46, 33, 37, 47]","[0.9969555, 0.9966848, 0.99537826, 0.99480677, 0.993013, 0.9843147, 0.9809468, 0.979315, 0.97668755, 0.9747797]"
50,oK8l,[ 4  9 10],"[9, 10, 4, 37, 34, 33, 18, 14, 13, 46]","[0.9999998, 0.99999905, 0.9999942, 0.99996716, 0.9934633, 0.99304616, 0.9923322, 0.97721994, 0.9724114, 0.96553177]"
51,ha8l,[100],"[38, 31, 4, 61, 21, 47, 24, 10, 57, 28]","[0.9967006, 0.99573207, 0.9842011, 0.9823408, 0.98183644, 0.98081684, 0.97949433, 0.97850215, 0.9766992, 0.9735153]"
52,yb8l,[8],"[8, 11, 6, 138, 79, 86, 72, 61, 247, 43]","[0.9992105, 0.9655515, 0.9448601, 0.9430478, 0.9285943, 0.92020696, 0.9158969, 0.9154961, 0.915256, 0.91495264]"
53,y68l,[12],"[12, 8, 3, 13, 18, 46, 28, 33, 41, 10]","[0.9999608, 0.9977905, 0.99748015, 0.9932897, 0.99301946, 0.9917804, 0.98620623, 0.9858233, 0.9804744, 0.9716253]"
54,9C8l,[99],"[41, 13, 3, 97, 26, 4, 17, 78, 210, 18]","[0.9999187, 0.9860712, 0.94669485, 0.9301573, 0.9156809, 0.9154855, 0.91323894, 0.9086151, 0.89036894, 0.88375807]"
55,fR8l,[  0  52  70 125],"[0, 52, 118, 79, 70, 82, 12, 103, 1, 125]","[0.9999889, 0.99865425, 0.9900782, 0.9734515, 0.97108424, 0.95489657, 0.95369893, 0.9518372, 0.9507461, 0.93139625]"
56,yM8l,[453 857],"[22, 14, 5, 11, 71, 4, 20, 29, 45, 9]","[0.95050275, 0.94190836, 0.9399656, 0.92510784, 0.90313244, 0.90214384, 0.88213986, 0.8672011, 0.84679365, 0.8368494]"
57,aZ8l,[ 3  4  9 10 34],"[3, 4, 10, 9, 6, 13, 34, 47, 31, 33]","[1.0, 1.0, 0.9999996, 0.9999987, 0.9999981, 0.99992824, 0.99933654, 0.99642646, 0.9947909, 0.98830104]"
58,Z88l,[ 5 16],"[5, 16, 1, 27, 11, 29, 26, 381, 0, 84]","[0.9984418, 0.9969188, 0.9866209, 0.957045, 0.92743075, 0.9076278, 0.892184, 0.8802047, 0.8773657, 0.8600793]"
59,Ww8l,[6],"[8, 6, 3, 14, 13, 131, 71, 47, 57, 4]","[0.9994476, 0.9985133, 0.9725528, 0.964482, 0.8971686, 0.883684, 0.86643016, 0.8637521, 0.8612124, 0.8531487]"
60,Cp8l,[386],"[54, 13, 4, 47, 3, 31, 41, 10, 8, 19]","[0.99936676, 0.9968629, 0.9947749, 0.99224305, 0.99201655, 0.986061, 0.9859897, 0.96004224, 0.95910394, 0.9387617]"
61,In8l,[ 24 146 158 279],"[21, 23, 24, 73, 26, 158, 15, 11, 27, 131]","[0.999892, 0.999869, 0.9993992, 0.9851912, 0.9628471, 0.95870644, 0.9381268, 0.92675567, 0.9127461, 0.908411]"
62,2d8l,[25],"[25, 16, 5, 0, 1, 12, 14, 2, 7, 219]","[0.9911498, 0.97879744, 0.97178173, 0.92591417, 0.91851896, 0.8440466, 0.8374098, 0.82913506, 0.82810915, 0.819]"
63,xb8l,[ 12 705],"[0, 12, 21, 24, 23, 131, 36, 106, 92, 63]","[0.9949648, 0.9782748, 0.97598237, 0.9735532, 0.9645573, 0.9110092, 0.89398825, 0.86459744, 0.8476914, 0.83295906]"
64,ba8l,[0 8],"[8, 6, 3, 558, 12, 79, 61, 4, 45, 329]","[0.9999206, 0.99948925, 0.98685324, 0.9391941, 0.9089941, 0.8867296, 0.8847462, 0.88044727, 0.8672248, 0.839975]"
65,I88l,[ 3 41],"[41, 13, 3, 4, 54, 47, 8, 6, 249, 260]","[0.9999994, 0.9999987, 0.9999969, 0.99999356, 0.99991107, 0.9994029, 0.997242, 0.9960127, 0.99186254, 0.98846024]"
66,Od8l,[646 982],"[26, 23, 21, 7, 2, 27, 130, 73, 15, 24]","[0.9968902, 0.99422574, 0.99045265, 0.98576915, 0.96284795, 0.9620277, 0.95476145, 0.94837236, 0.93881035, 0.9365394]"
67,Mu8l,[ 39  50 493 503],"[39, 66, 50, 21, 65, 9, 47, 133, 121, 10]","[0.99988973, 0.994368, 0.9925176, 0.97732234, 0.9717852, 0.9685121, 0.9675462, 0.96521103, 0.95944333, 0.9538127]"
68,iQ8l,[ 2  7 30 55],"[2, 30, 55, 17, 7, 19, 32, 56, 264, 11]","[0.9999951, 0.999974, 0.9998977, 0.99955344, 0.99716115, 0.99532866, 0.97285944, 0.9638444, 0.95491195, 0.94926375]"
69,HC8l,[6 8],"[8, 6, 3, 4, 13, 10, 41, 18, 33, 54]","[0.99996936, 0.9995389, 0.9989009, 0.9976529, 0.9975436, 0.96313584, 0.96077204, 0.9550872, 0.9530512, 0.9510181]"
70,Qh8l,[ 5 16],"[16, 133, 5, 30, 249, 23, 385, 29, 74, 18]","[0.98796034, 0.98037946, 0.9614881, 0.9548693, 0.91857207, 0.9064364, 0.90355396, 0.8799064, 0.8729583, 0.8710723]"
71,Ys8l,[61],"[61, 4, 1, 28, 13, 107, 12, 152, 33, 10]","[0.99851, 0.96998096, 0.9401771, 0.93520564, 0.93325424, 0.92259264, 0.922547, 0.92175436, 0.9190433, 0.91227955]"
72,gg8l,[  3   4  31  47  54  97 243],"[47, 31, 10, 4, 97, 13, 40, 3, 243, 54]","[0.9999995, 0.99999934, 0.9999993, 0.9999982, 0.99999726, 0.9999881, 0.99997276, 0.9999444, 0.9996574, 0.9994283]"
73,198l,[  0   1  35  69 478],"[1, 0, 36, 142, 27, 85, 35, 94, 63, 25]","[0.99999475, 0.9999914, 0.9844863, 0.978349, 0.96562237, 0.9630114, 0.9400097, 0.925612, 0.92560756, 0.89980257]"
74,fZ8l,[ 66 382 648],"[54, 13, 32, 45, 77, 21, 66, 117, 22, 48]","[0.99352014, 0.9855088, 0.9824022, 0.980409, 0.9772764, 0.97397876, 0.97215766, 0.97186613, 0.9712045, 0.9711821]"
75,JN8l,[5],"[0, 5, 1, 36, 12, 80, 2, 32, 46, 92]","[0.98133826, 0.9754691, 0.9252966, 0.92262137, 0.8858232, 0.8779311, 0.86970437, 0.86020726, 0.84384453, 0.8386768]"
76,8b8l,[ 60 385],"[6, 8, 3, 13, 60, 28, 65, 4, 33, 101]","[0.96883625, 0.94736695, 0.93622357, 0.9298793, 0.91894877, 0.9056104, 0.89774156, 0.8963335, 0.88857317, 0.88181174]"
77,iG8l,[3],"[3, 4, 6, 28, 9, 10, 38, 33, 14, 13]","[0.99999046, 0.99972796, 0.9988504, 0.98845863, 0.97587657, 0.95351857, 0.9476012, 0.93628913, 0.9035939, 0.88923097]"
78,BH8l,[ 88 364 388],"[15, 12, 80, 19, 2, 56, 23, 10, 24, 22]","[0.93864644, 0.9349812, 0.9341284, 0.918256, 0.9134257, 0.9129575, 0.9081036, 0.8949841, 0.89068913, 0.8818916]"
79,JR8l,[269],"[1, 0, 39, 27, 63, 5, 28, 50, 11, 18]","[0.99558616, 0.99355984, 0.9717359, 0.9664588, 0.9536189, 0.95252234, 0.93958545, 0.9380193, 0.91873133, 0.9130117]"
80,Zl8l,[386],"[47, 9, 31, 18, 80, 54, 138, 37, 15, 209]","[0.9966528, 0.9918754, 0.9886526, 0.98466635, 0.9841168, 0.9832306, 0.97576517, 0.9732493, 0.970059, 0.96994185]"
81,4t8l,[  0   1  36 142 367],"[0, 1, 36, 142, 124, 132, 94, 317, 106, 147]","[1.0, 1.0, 0.99999684, 0.99876964, 0.99602735, 0.99448264, 0.9935802, 0.9879768, 0.98779213, 0.9875293]"
82,bv8l,[150 204],"[1, 0, 25, 5, 44, 69, 16, 38, 98, 141]","[0.9929994, 0.9861326, 0.963268, 0.9394777, 0.9314849, 0.87008125, 0.8628613, 0.8589815, 0.8528075, 0.84860086]"
83,v48l,[422 485],"[22, 11, 20, 39, 32, 122, 29, 33, 15, 37]","[0.99191797, 0.9901861, 0.98110557, 0.9518616, 0.9487207, 0.94488883, 0.9445967, 0.92902505, 0.90832007, 0.90595]"
84,Rt8l,[ 11  29  32 368],"[29, 22, 11, 32, 20, 5, 80, 122, 16, 0]","[0.99902296, 0.99880934, 0.9984269, 0.99750066, 0.99726695, 0.99102443, 0.9671896, 0.9601326, 0.95586467, 0.947849]"
85,Ec8l,[  1  99 518],"[1, 0, 16, 13, 27, 25, 6, 346, 35, 5]","[0.99805236, 0.9820541, 0.939703, 0.9254631, 0.91444254, 0.8919337, 0.8719553, 0.8477713, 0.8360771, 0.835731]"
86,VX8l,[154 263],"[263, 154, 4, 117, 57, 31, 40, 138, 7, 133]","[0.9998612, 0.9996145, 0.9983193, 0.9943255, 0.9923077, 0.98814404, 0.9776905, 0.9762889, 0.9760866, 0.975616]"
87,628l,[ 0 12],"[12, 0, 79, 222, 92, 19, 91, 18, 37, 53]","[0.9999981, 0.9995019, 0.9594052, 0.94747317, 0.94687283, 0.9460263, 0.9438425, 0.9401035, 0.93324256, 0.9060098]"
88,yf8l,[3 6],"[3, 6, 4, 13, 28, 8, 41, 33, 10, 12]","[0.99999976, 0.9999945, 0.9999579, 0.9992261, 0.98810256, 0.9544258, 0.93665516, 0.9183655, 0.91514033, 0.90787214]"
89,QH8l,[14],"[14, 12, 7, 61, 70, 311, 222, 25, 726, 67]","[0.9965892, 0.9178063, 0.8948789, 0.888708, 0.8635063, 0.8513072, 0.8337538, 0.81462514, 0.8144413, 0.8097942]"
90,fk8l,[0],"[3, 0, 4, 71, 8, 36, 79, 32, 67, 16]","[0.98635197, 0.94594884, 0.91212976, 0.90873206, 0.89921427, 0.8906536, 0.88969535, 0.88839227, 0.87555385, 0.86588216]"
91,fP8l,[8],"[8, 6, 3, 13, 34, 11, 41, 20, 528, 19]","[0.99998945, 0.9998167, 0.993819, 0.9874182, 0.98034203, 0.9801742, 0.96145344, 0.96107715, 0.9598925, 0.955336]"
92,xP8l,[100],"[14, 71, 5, 86, 78, 210, 12, 33, 97, 61]","[0.9405004, 0.9397184, 0.9386008, 0.909531, 0.86260265, 0.85579133, 0.85073495, 0.8499083, 0.84323454, 0.8381357]"
93,hj8l,[14],"[0, 1, 5, 27, 14, 16, 106, 59, 12, 217]","[0.9927678, 0.9803091, 0.96649635, 0.95951337, 0.9441496, 0.9119676, 0.86939305, 0.8637254, 0.8418236, 0.8254011]"
94,ek8l,[ 16 442],"[12, 10, 23, 43, 802, 21, 11, 9, 33, 122]","[0.9833522, 0.94385195, 0.9240675, 0.92124176, 0.9156513, 0.9132228, 0.91239583, 0.9090102, 0.89913887, 0.8931825]"
95,2r8l,[6 8],"[6, 3, 4, 8, 28, 54, 47, 13, 38, 31]","[0.99957085, 0.99922556, 0.9984163, 0.9966723, 0.9700583, 0.9629163, 0.958887, 0.9571066, 0.9233427, 0.922972]"
96,DP8l,[  2  44  46 107 109 114 138 145 602],"[44, 46, 107, 114, 2, 138, 109, 145, 162, 155]","[1.0, 0.9999988, 0.9999987, 0.99999297, 0.99999034, 0.999984, 0.99997336, 0.9999604, 0.99893475, 0.9986757]"
97,Th8l,[126 220 276],"[15, 220, 83, 122, 11, 18, 107, 126, 80, 67]","[0.977277, 0.9665679, 0.95097476, 0.9475501, 0.9363265, 0.9330221, 0.92523396, 0.92351794, 0.9217851, 0.91254354]"
98,4C8l,[3 4 9],"[4, 3, 10, 9, 6, 34, 13, 37, 33, 57]","[0.9999989, 0.9999988, 0.9997703, 0.9995261, 0.99899954, 0.99177176, 0.9761838, 0.9381602, 0.93751955, 0.91427255]"
99,vR8l,[539],"[33, 9, 28, 12, 4, 78, 10, 8, 34, 44]","[0.9959885, 0.99426734, 0.9935694, 0.9907422, 0.99064183, 0.98992884, 0.98801863, 0.9856123, 0.98455787, 0.97235876]"
100,5H8l,[6 8],"[8, 14, 6, 12, 13, 38, 73, 41, 33, 67]","[0.99454886, 0.9508283, 0.94693255, 0.9261099, 0.9133047, 0.89319056, 0.876626, 0.87305635, 0.8638321, 0.8608036]"
101,Fm8l,[  0   1 105 203],"[1, 0, 21, 2, 27, 25, 24, 44, 7, 29]","[0.9959347, 0.99396986, 0.9638698, 0.96287906, 0.9455445, 0.91684306, 0.9037097, 0.9024147, 0.8942113, 0.88889754]"
102,U58l,[3],"[6, 3, 8, 4, 13, 282, 89, 71, 26, 110]","[0.9999992, 0.9999958, 0.9991938, 0.98875344, 0.94040656, 0.90245247, 0.89367783, 0.89012444, 0.88525903, 0.8697698]"
103,dl8l,[  8 356],"[4, 13, 3, 54, 10, 8, 31, 9, 46, 6]","[0.99985707, 0.9997536, 0.9984424, 0.9968492, 0.9960128, 0.99585474, 0.98540604, 0.9838542, 0.9813593, 0.9807821]"
104,yV8l,[110],"[3, 9, 18, 79, 12, 4, 37, 28, 118, 16]","[0.99369204, 0.9533861, 0.94910145, 0.93937844, 0.9335065, 0.92830336, 0.9219575, 0.918939, 0.88308054, 0.87225676]"
105,xX8l,[182 634],"[12, 19, 2, 14, 182, 55, 0, 9, 3, 17]","[0.96849227, 0.9169339, 0.9097187, 0.9006717, 0.8908988, 0.8839749, 0.8776008, 0.8670496, 0.8602904, 0.85132563]"
106,qR8l,[  0   1 105 535],"[0, 1, 27, 106, 39, 26, 53, 101, 182, 20]","[0.99990404, 0.9996629, 0.9988132, 0.9733448, 0.9721261, 0.9272438, 0.9242393, 0.9016114, 0.9011179, 0.8960961]"
107,jU8l,[8],"[8, 6, 3, 80, 13, 33, 12, 89, 57, 143]","[0.99992895, 0.99929076, 0.9720899, 0.96403426, 0.9541563, 0.94479257, 0.9447677, 0.9400085, 0.93616366, 0.89457536]"
108,5T8l,[671],"[4, 10, 13, 31, 40, 3, 97, 47, 9, 37]","[0.99991393, 0.9993242, 0.9987095, 0.9986874, 0.99795175, 0.9979423, 0.9953295, 0.99333435, 0.99128336, 0.9883377]"
109,Dh8l,[3 6],"[6, 3, 4, 8, 13, 10, 28, 33, 9, 38]","[0.9999889, 0.99998665, 0.9997465, 0.9949764, 0.9875274, 0.9635882, 0.96325755, 0.959697, 0.9428936, 0.93513954]"
110,d98l,[  8 110],"[72, 98, 68, 8, 60, 33, 15, 12, 92, 91]","[0.99898577, 0.99722373, 0.9966873, 0.99449944, 0.9802331, 0.9764058, 0.96807265, 0.9675398, 0.9594138, 0.9556007]"
111,lN8l,[3],"[3, 4, 6, 13, 19, 28, 10, 41, 9, 33]","[0.9999926, 0.9998617, 0.99908, 0.99630773, 0.9845104, 0.982657, 0.96870184, 0.9260156, 0.9163515, 0.88801146]"
112,ew8l,[  5  16 150 442],"[5, 16, 25, 13, 1, 46, 122, 26, 292, 310]","[0.99994934, 0.99993527, 0.9897342, 0.9838603, 0.9564722, 0.9457257, 0.9152967, 0.89932007, 0.89585125, 0.8957282]"
113,1S8l,[  0 874],"[52, 8, 0, 12, 6, 70, 18, 15, 118, 92]","[0.9989131, 0.9981452, 0.9971918, 0.98913544, 0.98439395, 0.980737, 0.9714727, 0.96525216, 0.94421774, 0.94383377]"
114,tQ8l,[ 0  1 35],"[0, 1, 4, 19, 35, 2, 3, 37, 9, 85]","[0.99964046, 0.99923843, 0.98016, 0.9621427, 0.9538754, 0.94493115, 0.94311833, 0.9423489, 0.9261973, 0.9261193]"
115,Jw8l,[  2 305],"[2, 7, 17, 45, 46, 51, 18, 109, 19, 77]","[0.9999959, 0.9998406, 0.99733764, 0.99549985, 0.9918357, 0.9852692, 0.9850694, 0.9806392, 0.98006326, 0.969417]"
116,td8l,[ 41 386],"[41, 13, 3, 4, 54, 6, 10, 18, 11, 33]","[1.0, 0.9999997, 0.99999917, 0.99999917, 0.9994108, 0.99569005, 0.99153376, 0.9908582, 0.99046767, 0.99015874]"
117,058l,[  0  12 312],"[0, 12, 118, 19, 27, 82, 17, 103, 79, 91]","[0.99996334, 0.9997911, 0.94991314, 0.9407691, 0.9389203, 0.929008, 0.92870295, 0.9205817, 0.92036635, 0.910169]"
118,5e8l,[66],"[22, 39, 32, 20, 66, 29, 11, 25, 50, 10]","[0.97164893, 0.9703141, 0.9660503, 0.9655051, 0.9444907, 0.9330052, 0.90048325, 0.8733747, 0.8456962, 0.8382455]"
